tagID,tagValue
6247,songs that mention other bands or artists
6248,skins ost
6249,flcl
6250,dreamhouse
6251,slutcore
6252,power ballads
6253,easy
6254,new brazilian artist
6255,krutt
6256,faroese
6257,classical rock
6258,pure rock sound
6259,persian rock
6260,rac
6261,american rock
6262,tag
6263,real screamo
6264,sludge doom
6265,real emo
6266,metallic hardcore
6267,deathwish
6268,skram
6269,nyc
6270,ewoks
6271,beard
6272,ukhc
6273,nublado
6274,prr
6275,modern hardcore
6276,modern screamo
6277,atmospheric sludge
6278,berlin school
6279,hawaiian
6280,remixed
6281,polinesia
6282,mongolian
6283,folkloric
6284,multicultural
6285,multikulti
6286,west african
6287,jazz piano
6288,west africa
6289,flutes
6290,world folk
6291,mali
6292,musica andina
6293,jazz africa
6294,multiculti
6295,djembe
6296,sufi
6297,afrocuban
6298,andina
6299,saxophone
6300,syncretic
6301,jazz pianist
6302,jazz sax
6303,percussive
6304,south african
6305,afro-cuban
6306,panpipes
6307,underground hip hop
6308,nigga music
6309,hip hop instrumental
6310,tweak ass shit when you are high
6311,indie gangsta rap
6312,compositions
6313,ignorant but catchy rap
6314,seen live twice
6315,totally underlistened to
6316,really shallow pop
6317,music totally dedicated to christ
6318,a mix of indie and hip hop
6319,niggas that rock
6320,crazy nice beats
6321,awesome dance shit
6322,one of the best albums of 2006
6323,music to-well you know
6324,techno muse
6325,this guys voice is amazingly high
6326,emooooooooooo
6327,jang geun suk
6328,kdorama ost
6329,metal experimental
6330,neo-progressive metal
6331,metal fusion
6332,charango virtuoso
6333,atmospheric doom metal
6334,like dream theater
6335,rock progressive
6336,acoustic cover
6337,technical doom metal
6338,neo grunge
6339,progresivo
6340,progressive folk metal
6341,gaita music
6342,blond
6343,quitter
6344,good girls aloud track
6345,baranyiz loves it
6346,club classics
6347,rolling stones top 500
6348,christmas favourites
6349,late night love
6350,90s fun
6351,barkbarkdisco
6352,bark
6353,jeffrey lewis
6354,jonathan richman
6355,post greatcore
6356,adam green
6357,so lo-fi
6358,juno
6359,modern lovers
6360,bedroom pop
6361,vaselines
6362,concretes
6363,solofi
6364,emade
6365,carnaval
6366,sambas de enredo
6367,british blues
6368,new country
6369,drinking
6370,stand-up comedy
6371,makes me want to die in the good way
6372,emerging church
6373,garage pop
6374,math pop
6375,falco
6376,potf
6377,simple minds
6378,def leppard
6379,sylver
6380,blank and jones
6381,depeche mode dm
6382,ultravox
6383,skid row
6384,psb
6385,eddie money
6386,alpghaville
6387,winger
6388,dd
6389,human league
6390,hellogoodbye
6391,tarot
6392,royal gigolos
6393,bomfunk mcs
6394,reo speedwagon
6395,guns and roses
6396,men at work
6397,whitesnake
6398,steve winwood
6399,lasgo
6400,fyc
6401,cello
6402,laura branigan
6403,tarzan boy
6404,starship
6405,bill idol
6406,ian van dahl
6407,johnny hates jazz
6408,punk is not dead
6409,horrible
6410,girly-electro
6411,monkeyrock
6412,goodness
6413,newman-esque
6414,dance electro alternative
6415,frantic ska
6416,moonviolence
6417,indiegoodness
6418,cyber grunge
6419,mdge
6420,eeee
6421,madoge16
6422,madonnitaaaa
6423,lo mejor
6424,epically romantic
6425,wedding dance party
6426,good christian rap
6427,instrumental alternative
6428,black spiritual
6429,wedding songs
6430,train sounds
6431,clapping
6432,vaudeville
6433,miracles
6434,pro israel
6435,stick it to the man
6436,i love you
6437,sub pop
6438,punk funk
6439,i wanna love you forever - jessica simpson
6440,guitarist
6441,pissed off musician
6442,nevermind
6443,in my life
6444,michelle
6445,here comes the sun
6446,blackbird
6447,title and registration
6448,a
6449,christofer drew
6450,dumb and dumber
6451,house md
6452,the shield
6453,battlestar galactica
6454,kill bill
6455,back to the future
6456,full metal jacket
6457,american beauty
6458,good morning vietnam
6459,lost in translation
6460,the cable guy
6461,dexter
6462,tarantino
6463,how i met your mother
6464,final fantasy
6465,groland
6466,csi
6467,the ark
6468,jack black
6469,the singles collection
6470,girls are sexy
6471,i love girls
6472,my girls
6473,express yourself
6474,madonna copy
6475,desnudate
6476,get naked
6477,inflated egos
6478,boys suck
6479,emotional pop
6480,celebration
6481,for my best friend
6482,paradise kiss
6483,air gear
6484,soad
6485,naruto
6486,prejebeno
6487,thrash till death
6488,just could not get any better
6489,metal woman fronted
6490,jao bejbe
6491,bolno
6492,progressive rock -metal-
6493,who is goth lol
6494,could get any better
6495,fuckin covers
6496,industrial black metal
6497,zadarski velikani :p
6498,jebeno
6499,black gay
6500,fear factory
6501,death-black metal
6502,sinth
6503,victoriandustrial
6504,violindustrial
6505,metal woman froned
6506,fear factory cover
6507,istinito
6508,the beyonce experience live audio
6509,patd
6510,ryan
6511,jon
6512,new song
6513,brendon
6514,spencer
6515,pretty odd
6516,we are so starving
6517,cities
6518,colors
6519,transport
6520,girls names
6521,numbers
6522,musical genres
6523,baggy
6524,cops
6525,originals
6526,countries
6527,days
6528,scifi
6529,bittersweet pop
6530,boys names
6531,cars
6532,famous persons
6533,food
6534,questions
6535,2 meter sessies
6536,time
6537,the best british album
6538,blue songs
6539,geography
6540,violence
6541,cuba
6542,weather
6543,postcore
6544,fastcore
6545,power violence
6546,moshable death metal
6547,electric blues
6548,classic blues
6549,country blues
6550,boogie
6551,blues n boogie
6552,modern blues
6553,jam bands
6554,gutar
6555,eclectric blues
6556,blues guitar
6557,early rocknroll
6558,futuristic
6559,mainstream artists that actually experiment with different genres and succeed
6560,a decade of hits
6561,futuretina
6562,multiplatinum
6563,neoprogressive
6564,femme
6565,neoprog
6566,nice elevator music
6567,female-fronted
6568,gotanygoodmusic
6569,girl singer
6570,angelic voices
6571,female alternative
6572,spacerock
6573,ambient pop
6574,heavenly voices
6575,fav track of a band
6576,hey song youre so fucking cute
6577,vocalists i love
6578,love love love
6579,root blues
6580,steve stevens
6581,billy idol
6582,pat benatar
6583,john foxx
6584,asia
6585,dave stewart
6586,cathedral oceans
6587,alphaville
6588,ragtime
6589,1900s
6590,kim wilde
6591,dance electronic 80s
6592,scott joplin
6593,bozzio levin stevens
6594,tears for fears
6595,dream academy
6596,syntpop
6597,ladytron
6598,italo
6599,ministry
6600,shut it down
6601,jay sean
6602,victor coy
6603,microsoft
6604,bill gates
6605,legacy
6606,portal
6607,beyond
6608,song of the decade
6609,song of 2010
6610,got it on 8 track
6611,houston
6612,kick ass drummer
6613,jana hunter
6614,indian jewelry related project
6615,swans related project
6616,unexpected sweetaddy cover song
6617,title is a full sentence
6618,nancy sings
6619,8 track party tape
6620,houston to baltimore
6621,got the highlights 8 track
6622,i own this on vinyl
6623,got the quad 8 track
6624,houston psychedelic rock
6625,the greatest film-maker alive
6626,wesley-core
6627,real country
6628,bosnian folk music
6629,interview
6630,poetry reading
6631,cover tune
6632,the last of the great early experimental current 93 albums
6633,old school punk
6634,bliss blood
6635,todd rundgren cover
6636,shearwater related
6637,lisa germano
6638,one of the first albums i ever bought
6639,top ten of all time
6640,midwest
6641,diy
6642,skramz
6643,passionate hardcore
6644,aussie
6645,fockin cool
6646,i fucking love this vocal
6647,bossa no
6648,neo-classic
6649,favourite bands
6650,demais
6651,prog rock
6652,mars volta
6653,a blues prog rampage
6654,far better than the original
6655,fanfuckingtastic
6656,incoherent
6657,dissonance
6658,psych pop
6659,jerry cantrell
6660,swinguera
6661,bubblegum pop
6662,60s revival
6663,queercore
6664,gay pop
6665,50s revival
6666,77punk
6667,joey levine
6668,birp
6669,german-indie
6670,horror rock
6671,the best songs of the world
6672,sweet electronic
6673,iceland
6674,vocal femenino
6675,jovem
6676,brasil gospel
6677,nacional
6678,brazillian rock
6679,40 dias
6680,baruk
6681,fireflight
6682,recordist
6683,christian chick rock
6684,christian women
6685,danc
6686,latina
6687,musica
6688,espanhol
6689,ingles
6690,cantora
6691,i love this song
6692,oc remix
6693,concept album
6694,underground rap
6695,deutschrock
6696,rock mexicano
6697,latin ska punk
6698,john peel
6699,ritual ambient
6700,red hot chili peppers
6701,acoustic twee
6702,al green
6703,stevie wonder
6704,hymn
6705,rasta
6706,grand funk railroad
6707,the ascent of stan
6708,dont cry for me argentina
6709,haligh
6710,bate cabelo
6711,hidden gem
6712,one of their best
6713,wicked
6714,personal
6715,terribly beautiful
6716,5-star
6717,good memories
6718,b side
6719,5 stars
6720,loved at first listen
6721,should be played loudly
6722,powerfull
6723,strong lyrics
6724,the best of metallica
6725,harmony
6726,precision musicianship
6727,dreamlike
6728,personal favourites
6729,powerful lyrics
6730,classic blackmore
6731,personal meaning
6732,fucking brilliant
6733,hard as hell
6734,hande
6735,yener
6736,apayri
6737,albm
6738,kibir
6739,perfect lover
6740,why should i be sad
6741,amor meu
6742,best band in the fucking world
6743,leader
6744,civil rights movement
6745,funk-jazz
6746,neo-americana
6747,modal
6748,cutting edge
6749,contemporary jazz
6750,big band
6751,hard bop
6752,post bop
6753,organ trio
6754,electrorock
6755,jazz instrumental
6756,iraqi
6757,iraq
6758,latin jazz
6759,instrumental jazz
6760,arabic hip hop
6761,political hiphop
6762,arab rap
6763,basra
6764,sax
6765,tenor sax
6766,bk jackson
6767,julie london
6768,amr diab
6769,favs
6770,arabic pop
6771,lebanon
6772,marriage
6773,kathem
6774,aktari
6775,kadim
6776,nazzar al qibani
6777,carlos
6778,ex-love
6779,dulce maria
6780,american pop
6781,spanish e dance
6782,latin teen pop
6783,belinda
6784,universal music
6785,akon
6786,madge
6787,casi angeles
6788,teenpop
6789,undie rock
6790,swedishh
6791,rorck
6792,alternative e other
6793,indie rock e alternative
6794,dance party
6795,vampire weekend
6796,need to see live
6797,inspiration
6798,fantastic lyrics
6799,ongaku
6800,translation practice
6801,anime ost
6802,tchaikovsky
6803,demolition is my mcr favorite song
6804,its beauty n deep and sad
6805,great geass ed xd
6806,makes me cum
6807,terminator
6808,music for winter nights
6809,cock rock
6810,bergamo
6811,loved tracks
6812,omg this is so good
6813,god damn long names
6814,roque do demonho colorido
6815,hardcore do mato
6816,friendship
6817,aliens
6818,funny :d
6819,title is so true
6820,nfsu
6821,relaxing music
6822,classic jazz
6823,diana krall
6824,german synthpop
6825,reaggea
6826,roots reagge
6827,chimezia
6828,rootsreggae
6829,reggea
6830,back them x
6831,roots ragga
6832,femme fronted metal
6833,christian rock-pop
6834,nederlands
6835,birmingham
6836,charmed soundtrack
6837,nice female vocal
6838,rap-rock
6839,contemporary christian
6840,modern worship
6841,tranquill
6842,really talented female artist who doesnt rely on her sexuality to gain success
6843,all-female music group
6844,merge it already
6845,censors are lame
6846,floptastic
6847,really talented female artists who dont rely on their sexuality to gain success
6848,utada hikaru
6849,tana loves her so much she would eat her up alive
6850,trash
6851,flop diva
6852,wannabe singer
6853,fake hair
6854,deep ass voice
6855,czech
6856,so crappy i could die
6857,come my way
6858,penis
6859,made of so much win it hurts
6860,watermelon-watermelon-watermelon
6861,disuko
6862,in my fantasies i love you long time
6863,close your eyes and imagine
6864,optimistic view while experiencing pessimism
6865,makes my soul tremble
6866,rose
6867,swan
6868,words are useless
6869,sublime mix of feelings
6870,ahoy pirates have arrived
6871,vocal house
6872,electro-indie
6873,stockholm
6874,gotic
6875,tribal music
6876,great voices
6877,britsh
6878,bitpop
6879,jazz female vocalists
6880,ambient cello rock
6881,approfondire
6882,best unknown bands tracks to be observed
6883,orgasmo
6884,best songs of music i already own
6885,riascoltare
6886,blog
6887,olimpo dei migliori
6888,bunglish
6889,intense sadness
6890,things you should be ashamed of
6891,so-so
6892,semimerda
6893,best bass tracks
6894,songs to have sex to
6895,perfect music for sleeping
6896,zornish
6897,far ridere i polli
6898,rispolverare dal dimenticatoio
6899,good for sleeping
6900,horror soundtrack
6901,to download
6902,best drums tracks
6903,weird al originals
6904,laziness
6905,high grade media
6906,atlanta
6907,intelligent techno
6908,liquid apparatus
6909,citizengreen
6910,flexor81
6911,phylum sinter
6912,korg ds-10
6913,bitcrush
6914,mike cadoo
6915,tay0
6916,earstroke
6917,improvisational
6918,cevin key
6919,phil western
6920,the most music
6921,threv
6922,tricil
6923,peachtree industrial
6924,nophi
6925,sunmoon
6926,randomform
6927,best music
6928,daniel bedingfield
6929,tektonik
6930,indie-funkrock
6931,meat loaf
6932,teena marie
6933,westlife
6934,air supply
6935,meat loaf will fully smash you
6936,lyrical brilliance
6937,lisa stansfield
6938,cover version
6939,az yet
6940,flasdance
6941,western
6942,china
6943,group
6944,berep shows the love
6945,check
6946,mistagged artist
6947,mistagged track
6948,berep guest dj closedmouth 239645
6949,instrumental music that makes you feel-group tag radio
6950,i am a party girl here is my soundtrack
6951,berep guest dj closedmouth jfr
6952,heard on 30 jul 06 downtempo sampler radio
6953,gladys the tag
6954,out of order
6955,downtempo group favourites
6956,mooog sings
6957,downtempo custom
6958,boredoms-related
6959,9100
6960,8555
6961,yoshimi
6962,technical progressive death metal
6963,not math rock
6964,improvisation
6965,mistagged album
6966,8500
6967,bad stream
6968,9111
6969,9000
6970,wicked beat
6971,4700
6972,8888
6973,7100
6974,10101
6975,7800
6976,7500
6977,8600
6978,prog metal
6979,progressive melodic death metal
6980,gothenburg
6981,dunno
6982,insane keyboard player
6983,finnish death metal
6984,insane guitar player
6985,symphonic heavy metal
6986,prog heavy metal
6987,sturgiscore
6988,hardcore br00tal
6989,burns
6990,instrumental metal
6991,mindblowing
6992,sex for my ears
6993,sludge rock
6994,i had to change my pants after this song
6995,rnb remix
6996,angel
6997,perfectshotstv
6998,sxymodel
6999,thickgirl
7000,thickmodel
7001,sexyredbones
7002,sxyyellowbone
7003,cyber-core
7004,space music
7005,blyaaaaaaaaa ya ebal
7006,anal vocals
7007,anal destruction
7008,atheistic
7009,russian indie
7010,anti-church
7011,russian pop cover
7012,apocalypse
7013,new wave of swedish melodic death metal
7014,cyber-indie
7015,highest note of matthew bellamy
7016,psyshit
7017,chaikovsky
7018,gypsy punk
7019,dinking songs
7020,good cover
7021,muslum gurses
7022,agir abi
7023,pit10
7024,quran
7025,ottoman
7026,qari
7027,rahmanin bulbulleri
7028,kuran-i kerim
7029,tilavet
7030,islamic
7031,coran
7032,kari
7033,hatim
7034,egypt
7035,hafiz
7036,yasin suresi
7037,turkish classical
7038,kehf suresi
7039,le saint coran
7040,kelamullah
7041,holy quran
7042,saudi arabia
7043,dream trance
7044,morocco
7045,ilahi
7046,zikirli
7047,dhikr
7048,dhikirs
7049,zikirli ilahi
7050,hafez
7051,nebe suresi
7052,duha suresi
7053,albums i need
7054,albums i have
7055,love this girl
7056,autotuned
7057,assmo
7058,no homo
7059,grad school
7060,pennsylvania
7061,ex vaseline
7062,ex raychaelray
7063,cock n roll
7064,pro-negativity
7065,anti-positivity
7066,post-shit
7067,douche music
7068,dinky
7069,bros gone wild
7070,brodacious
7071,bro code
7072,bro-talk
7073,bromance
7074,ay ya ya
7075,piriguete
7076,best music of 2011
7077,pedro castro
7078,luxuria
7079,fun fun fun
7080,anette olzon
7081,the rasmus
7082,diablo
7083,outta my outta my head
7084,sharon
7085,keith caputo
7086,best album of 2011
7087,old school industrial
7088,marinha grande
7089,agrometal
7090,pimba
7091,fado
7092,german hip-hop
7093,drug
7094,lunic
7095,kaitee page
7096,sellaband
7097,tori amos
7098,song
7099,alanis morissette
7100,flyleaf
7101,metric
7102,apocalyptica
7103,pj harvey
7104,megan berson
7105,arcade fire
7106,company of thieves
7107,uh huh her
7108,vanderbilt
7109,ra ra riot
7110,acme studios
7111,yeah yeah yeahs
7112,versaemerge
7113,shannon wright
7114,kate bush
7115,dresden dolls
7116,bat for lashes
7117,the airborne toxic event
7118,blondie
7119,high energy
7120,blood red shoes
7121,lunik
7122,lovethief
7123,especial
7124,latin american
7125,the srokes
7126,strokes rule my life
7127,discoverockult
7128,getting over
7129,linger
7130,thought
7131,number one
7132,breakup
7133,crush on a friend
7134,what you do
7135,crush
7136,soulmate
7137,divorce
7138,finding your way
7139,pierre bouvier
7140,pete wentz
7141,uptempo
7142,uk pop
7143,uk indie
7144,pop indie
7145,macy gray
7146,cold play
7147,grupo
7148,sean paul
7149,cristina aguilera
7150,brithney spears
7151,cool jazz
7152,wes anderson
7153,instrumental funk
7154,danny check out
7155,tom sharpling
7156,earlie indie
7157,guitar blues
7158,bluesrock
7159,blues guitar women
7160,haterscanstfu
7161,fo real
7162,he gon find you
7163,hide ya kids hide ya wife
7164,climbin up yo windows
7165,friday
7166,fun fun fun fun
7167,robot unicorn attack
7168,free music worth paying for
7169,fun music
7170,soundtracks
7171,electro-dub experimentale
7172,neotraditional country
7173,anointed
7174,hated but rated
7175,tradtional country
7176,cheesy pop
7177,i like it but i dont know why
7178,hardcore country
7179,quality
7180,shockingly good
7181,best artist ever
7182,western swing
7183,good time music
7184,country to the core
7185,new-traditional country
7186,grand ole opry performer
7187,the word of god
7188,new traditional country
7189,genuine country
7190,foot tapping
7191,filth
7192,tease
7193,calippo
7194,90s childhood nostalgia
7195,rocking
7196,great rock-out song
7197,guilty tone deaf pleasure
7198,christian alternative rock
7199,dream-pop
7200,brit-pop
7201,space-rock
7202,math-rock
7203,noise-pop
7204,experemental
7205,castrato
7206,floor
7207,toes
7208,across
7209,jetpack music
7210,catwalk
7211,refreshing
7212,praise
7213,favorite male vocalist
7214,die aerzte
7215,die beste band der welt
7216,frenchcore
7217,billy talent
7218,straight line stitch
7219,him
7220,the dream
7221,in fear and faith
7222,female fronted band
7223,wi
7224,withered illusions
7225,acoustic session
7226,the lady is not for turning
7227,mingle rap
7228,post-grudge punk
7229,country-folk
7230,alternative indie
7231,unorthodox pop
7232,j rock
7233,oshare kei :
7234,visualkei
7235,visual kei n-n
7236,rock indie
7237,j rock plastic tree
7238,eletro
7239,rock japanese
7240,jrock kawaiii
7241,jpn
7242,j rock indie
7243,gt
7244,gothic japanese
7245,sww
7246,sdsd
7247,j rockock
7248,c-rock
7249,kih
7250,an cafe
7251,kj
7252,tdf
7253,ienfe
7254,j  rock
7255,fg
7256,love roger
7257,j-classic
7258,lindoo
7259,efuckkkkk
7260,dw
7261,iceland bjork
7262,ojsh
7263,fv
7264,incubus
7265,placebo feat david bowie
7266,jean- michele jarre
7267,jean-michele jarre
7268,bronski beat
7269,frauen und technik
7270,ladytronica
7271,relaxing muscles
7272,tangerine dream
7273,im morgengrauen alleine u-bahn fahren
7274,best croatian pop-rock band
7275,soul-pop
7276,d'n'b
7277,wide horizon
7278,inflight music
7279,peaceful ambient
7280,limehyperambient
7281,outer dimensions
7282,ambiofusion
7283,light ambient
7284,futureradio
7285,future structures
7286,sonicwire
7287,ambiolectronic
7288,subsonic harmonence
7289,deep electronic
7290,neoambient
7291,mind music
7292,eyes wide open
7293,catalan
7294,euskera
7295,orchestral metal
7296,metal opera
7297,cape verde
7298,pink floyd tribute
7299,nikki sixx
7300,hair and glam metal
7301,hair band
7302,saint of los angeles
7303,80s forever
7304,my gods
7305,80s rulez
7306,vince neil
7307,mick mars
7308,tommy lee
7309,motley
7310,too fast for love
7311,altar of the metal gods
7312,o-baby
7313,lovely hair metal
7314,vinnie vincent invasion
7315,nikki  post crue
7316,tracii guns
7317,hell
7318,true female rock
7319,post-thrash metal
7320,pokecore
7321,top christian
7322,diego 12
7323,jesus 12
7324,diego
7325,adoracao
7326,diego12
7327,cristian rock
7328,dieo 12
7329,perfecttt
7330,awesome voice
7331,rockstar
7332,lullabies
7333,rock e rock psicodlico
7334,rock psicodlico
7335,glorious tracks
7336,best mixes
7337,electronic junk punk
7338,mute records
7339,omgwtf
7340,exhilarating
7341,calming
7342,skate punk
7343,travis barker
7344,satine rock
7345,groundation
7346,the classic crime
7347,emo-metalcore
7348,matisyahu
7349,bullet for my valentine
7350,vogue cardiff
7351,kiss me baby
7352,mariage blanc
7353,pittsburgh
7354,delicious pastries
7355,olivia tremor control
7356,minneapolis
7357,snack music
7358,sleeping in the aviary
7359,beach boys
7360,new shouts
7361,oranger
7362,teenage beach sounds
7363,ringpop
7364,herman's hermits
7365,alex chilton
7366,satin gum
7367,the troggs
7368,harry nilsson
7369,elliott kozel
7370,fundip
7371,apples in stereo
7372,arm salad
7373,the gerbils
7374,big star
7375,meeting of important people
7376,sparklehorse
7377,ronettes
7378,urban winter
7379,donovan
7380,lateduster
7381,cepia
7382,space lasers
7383,philip glass
7384,fat kid wednesdays
7385,public pool
7386,marian
7387,walker art museum
7388,tarlton
7389,out for blood
7390,jt bates
7391,poor line condition
7392,huntley miller
7393,wimpy disco noodles
7394,moses
7395,brett bullion
7396,urban winter folk
7397,danceee
7398,brazilian electro
7399,eletrorock
7400,skyyyyyyyyyyyyy
7401,walter meego
7402,rycassssss
7403,baladinha de final de tarde
7404,dick man
7405,ricaaa
7406,deep cuts
7407,do0paunocu
7408,belissima
7409,loucuraaa
7410,artmaker
7411,traveca
7412,fucking perfect
7413,best of year
7414,really queen
7415,mumia
7416,tutancamon
7417,flop queen
7418,hora de ser mae
7419,cachorra do funk
7420,vagisa
7421,young diva
7422,nu rave
7423,deep techno
7424,minimal teccno
7425,progresive trance
7426,minimal house
7427,make me cry
7428,harmonic
7429,harp
7430,whisttling
7431,layne staley
7432,mark lanegan
7433,polish punk
7434,intelligent
7435,great music
7436,love japan
7437,tecktonik
7438,hc ljubav
7439,filmska muzika
7440,hc ljubaf
7441,hella diy
7442,favorite band
7443,indie-ish
7444,ambient folk
7445,my favorite song
7446,best song ever written
7447,rad cover
7448,best rapper alive
7449,artsy folk-punk
7450,chris cornell
7451,serj tankian
7452,dave grohl
7453,daniel johns
7454,wesley reid scantlin
7455,humberto gessinger
7456,selena gomez
7457,rolling stones
7458,keith richards
7459,videosex
7460,ex-yu
7461,five strings two fingers one asshole
7462,keef the human riff
7463,frusciantism
7464,john frusciante
7465,slowies
7466,collection
7467,debut album
7468,edit
7469,song with samples
7470,ztt
7471,liverpool
7472,trevor horn
7473,drum attix
7474,wishes he was brian wilson
7475,skits
7476,paola mirabella
7477,bete
7478,lunettes
7479,oculiste
7480,puzzola idiota
7481,antifolk
7482,freak-folk
7483,bossa
7484,post-folk
7485,vibey
7486,weird acoustic
7487,new american weird
7488,catania
7489,ethno-rock
7490,freak-pop
7491,pachamama
7492,subterra
7493,anzio
7494,freak folk tropicalia
7495,anti-anti-folk
7496,duckhead green
7497,rocketta
7498,tommy
7499,p-birdie
7500,honeybird
7501,ginobird
7502,buzz
7503,gardening
7504,lake
7505,bees
7506,pink lemonade
7507,snapple
7508,sticky sweet
7509,quemby
7510,pollock pines
7511,limone
7512,talia
7513,siculo
7514,carfagna
7515,catanese
7516,better than kmad
7517,vyjeta ropucha
7518,nice sword gandalf
7519,astroubrus worship
7520,home collection
7521,over 2000 listeners
7522,non melodic
7523,virgin metal
7524,maracaibo
7525,mujer de la nuche
7526,bond
7527,2 tone
7528,welsh
7529,jamaican
7530,f
7531,egyptian
7532,skeet surfing
7533,my loving
7534,punkwave
7535,minimal wave
7536,minimal synth
7537,baile melancolico
7538,french wave
7539,euro disco
7540,minimal elektro
7541,elektro punk
7542,katamari damacy
7543,she wants revenge
7544,information society
7545,synthtrial
7546,vnv nation
7547,visage
7548,russian synthpop
7549,mesh
7550,merge
7551,front 242
7552,sythpop
7553,depeche mode sounding
7554,emmon
7555,marsheaux
7556,parralox
7557,la roux
7558,good mood music
7559,good mood songs
7560,infatuation
7561,childhood memories
7562,breakup music
7563,breakup songs
7564,because sometimes i feel like a 13-year-old teenie bopper
7565,sometimes its just about the hot singer
7566,music by friends
7567,kate griffes
7568,corinne bailey rae
7569,dark songs
7570,unplugged
7571,the cardigans
7572,high school memories
7573,music that reminds me of friends
7574,edgard portela
7575,live in dublin
7576,raul midon
7577,andrea corr
7578,kt tunstall
7579,mana
7580,songs i can play
7581,ten feet high
7582,sexual
7583,young guns not young gunz wth
7584,letmelikeit
7585,lmli
7586,check out later
7587,rockford rock
7588,sugar pop punk
7589,chicago emo
7590,lifetimecore
7591,easygoing days
7592,nintendemo
7593,ride the bus
7594,hardmo
7595,emo hardcore
7596,oozing wave
7597,roselle hardcore
7598,spaztic hardcore
7599,pop singles
7600,pop covers
7601,jimi hendrix tracks
7602,60s favorites
7603,bahia
7604,ivete
7605,dalila
7606,dance disco eletronic pop jennifer lopez red one pittbull
7607,lixo
7608,piriquita
7609,infantil
7610,anos 80
7611,chingocore
7612,overrated hipster garbage
7613,i used to like this ultra shit band
7614,chugga chugga chugga
7615,black metal cabeza
7616,holy fucking shit i came in fucking buckets
7617,i came
7618,albentcore
7619,gabbacore
7620,nadacore
7621,holy dick everyone is going to fucking die
7622,gayest song ever
7623,mainstream music that doesnt suck
7624,sida
7625,caca
7626,babymaking music
7627,avoid this music at all costs
7628,pure perfect hate
7629,dat riff
7630,lolcore
7631,regressive post-metal
7632,post-music
7633,dat bass
7634,sellout
7635,lol sounds like joy division
7636,sida para portenos que no quieren viajar 2 km chotos para ver fueguitos artificiales y se quejan
7637,implying this is prog rock
7638,post-ironic beardcore
7639,burpcore
7640,four walls and adobe slabs for ma gurls
7641,elforrocore
7642,hangover
7643,fußball
7644,anti-messi
7645,flac
7646,corecore
7647,joa
7648,lapiz conciente
7649,rap dominicano
7650,elcriminal03
7651,vakero
7652,toxic crow
7653,lapiz conciente vakero hip hop latino toxic crow rap dominicano
7654,regueton
7655,polaco
7656,eldad
7657,for work
7658,tamir
7659,irish music
7660,motiv
7661,shoshi
7662,gadi1
7663,drive
7664,tango nuevo
7665,gibrishh
7666,north africa
7667,shine on you crazy diamond
7668,roger waters
7669,nature sounds
7670,easy rider
7671,para ensear en ingls
7672,beethoven
7673,joy division
7674,house society
7675,flirty
7676,europe
7677,cretu
7678,gay as hell
7679,alizee
7680,russian gay
7681,europa
7682,patricia kaas
7683,mylene farmer
7684,cinema bizarre
7685,deutschland
7686,eurobeat
7687,british 80s
7688,disco never dies
7689,dance mix
7690,tv themes
7691,audioslave
7692,the tea party
7693,dance with somebody
7694,dreams
7695,acid house
7696,marimba
7697,musica negra
7698,pacifico colombiano
7699,chaos
7700,indie sinewave brazil sao paulo
7701,recommended
7702,oriental rock
7703,quiet mellow tunes
7704,ompa
7705,recommended cell phone ring tone
7706,uber thoughts inducing
7707,driving music
7708,gypsyrock
7709,working music
7710,highschool music
7711,better than metallica
7712,melodia
7713,especiales
7714,the crow
7715,dimebag
7716,oldschool
7717,gordo wallas
7718,walas
7719,funniest dude ever
7720,cool as
7721,cover versions
7722,stupidly quick talking
7723,zorro musical
7724,mairead nesbitt
7725,musical theatre
7726,kabardino-balkaria
7727,sissel
7728,musical actress
7729,actor
7730,cho te nado
7731,the most talented singer
7732,alexander rybak
7733,secret garden
7734,double platinum
7735,beauty and the beast
7736,ensemble
7737,chastushki
7738,under 100 listeners
7739,power-pop
7740,child singer
7741,zorro
7742,mamma mia
7743,anuna
7744,pop-opera
7745,christmas carols
7746,operatic pop
7747,fucking lovez it
7748,007
7749,cornell
7750,aguilera
7751,yay obsession :d
7752,dick tracy
7753,remember the time
7754,christina
7755,afro-soul
7756,whistle
7757,depress
7758,tirar da fossa
7759,british soul
7760,sadness
7761,musicas lindas
7762,escuta isso por favor
7763,dupla
7764,pra acalmar
7765,enstrumental
7766,murat esmer
7767,turkish rock
7768,the ewox
7769,odtu
7770,depressed
7771,unrealistic phantom
7772,fight club
7773,etnik
7774,protest
7775,rust in peace
7776,rage
7777,turkish melancholy
7778,gerzek
7779,wolrd
7780,sensefield
7781,braid
7782,hot rod circuit
7783,hey mercedes
7784,the promise ring
7785,texas is the reason
7786,face to face
7787,lifetime
7788,samiam
7789,sunny day real estate
7790,the cars
7791,jimmy eat world
7792,the velvet underground
7793,one hit wonders
7794,deutsche welle
7795,girl punk
7796,female empowerment
7797,life of pain
7798,the fucking best
7799,good bands
7800,floating
7801,samba bucolic
7802,aussie rock
7803,brazilian indie rock
7804,baroque harmonic pop jams
7805,vintage pop
7806,just love it
7807,dj sets
7808,collie buddz  mamacita
7809,collie buddz
7810,male version
7811,pop-rap
7812,melodifestivalen
